"gene","seed","rank","distance"
"NABP2",9999,898,3.75733092224649e-08
"FUT2",9999,899,3.74929869826169e-08
"SNRNP40",9999,900,3.74682007456428e-08
"NBEAL1",9999,901,3.74262861071145e-08
"CLIC1",9999,902,3.73086384032629e-08
"EPCAM",9999,903,3.72544394618063e-08
"ITGA6",9999,904,3.72355186810431e-08
"ATP1B3",9999,905,3.72187906205864e-08
"GUCA2A",9999,906,3.71677019246448e-08
"FASN",9999,907,3.7029165102791e-08
"B3GALT5",9999,908,3.70220576680338e-08
"RBBP7",9999,909,3.69003130724482e-08
"NTRK2",9999,910,3.68831646995099e-08
"CHP2",9999,911,3.68695580884489e-08
"ARL3",9999,912,3.68352428624267e-08
"MYO6",9999,913,3.68310647432504e-08
"RTF1",9999,914,3.67970274975723e-08
"TMEM106C",9999,915,3.66135654616995e-08
"NUDT5",9999,916,3.66028519744476e-08
"EHF",9999,917,3.65833693176755e-08
"NOC2L",9999,918,3.65176889529038e-08
"CTSS",9999,919,3.6490170987856e-08
"GLO1",9999,920,3.64555548422016e-08
"TAP1",9999,921,3.64310366982792e-08
"TUBB4B",9999,922,3.62984715533279e-08
"BCL2L15",9999,923,3.62744346314087e-08
"LUC7L3",9999,924,3.60748911138411e-08
"TXNL4A",9999,925,3.60577974302632e-08
"EFNA1",9999,926,3.60518932292085e-08
"IDH3B",9999,927,3.58193562492626e-08
"CHMP1B",9999,928,3.56885416838516e-08
"CCDC107",9999,929,3.5645890744829e-08
"HNRNPL",9999,930,3.55042287626995e-08
"OFD1",9999,931,3.54329152163415e-08
"ECI1",9999,932,3.54327730192401e-08
"CHMP5",9999,933,3.54308905009359e-08
"TNFRSF1A",9999,934,3.53603882036548e-08
"CTNNB1",9999,935,3.52574957866121e-08
"NDUFB11",9999,936,3.52453569824168e-08
"WTAP",9999,937,3.52121320868595e-08
"GOLIM4",9999,938,3.49976609181484e-08
"PPP1R2",9999,939,3.47953471784718e-08
"MMAB",9999,940,3.47625151604809e-08
"LSM3",9999,941,3.44833911678129e-08
"UBE2R2",9999,942,3.44041197172771e-08
"USP22",9999,943,3.44020284036228e-08
"GPR160",9999,944,3.43921042400963e-08
"FAM120A",9999,945,3.42596145782886e-08
"RBM17",9999,946,3.40661022379297e-08
"EIF2S1",9999,947,3.40615694281259e-08
"TMED9",9999,948,3.39587020201862e-08
"TOP2B",9999,949,3.38972168580515e-08
"JTB",9999,950,3.38366416484957e-08
"CTSD",9999,951,3.3810408548549e-08
"RNF213",9999,952,3.37407488088224e-08
"SLC9A3R1",9999,953,3.37347754964153e-08
"DTD1",9999,954,3.37214680185265e-08
"UBA52",9999,955,3.3685232887724e-08
"LBR",9999,956,3.36581686816524e-08
"LARS",9999,957,3.36154825204152e-08
"BCAP29",9999,958,3.35503666152882e-08
"MRPS28",9999,959,3.34449460252947e-08
"NUBP2",9999,960,3.34140740298717e-08
"SOD2",9999,961,3.30062380946994e-08
"ITGB4",9999,962,3.27579274586089e-08
"IFI6",9999,963,3.26873460926322e-08
"RETNLB",9999,964,3.25845632703569e-08
"MRPL51",9999,965,3.25822333726393e-08
"PTP4A2",9999,966,3.25805549254911e-08
"QSOX1",9999,967,3.25335485790549e-08
"PSMB5",9999,968,3.2522733655458e-08
"PRKRA",9999,969,3.24792063960605e-08
"MRPL9",9999,970,3.23957978310881e-08
"MKNK2",9999,971,3.239125717312e-08
"CXCL1",9999,972,3.23319391781756e-08
"TAF9",9999,973,3.21588410085388e-08
"TPI1",9999,974,3.20991733604054e-08
"GANAB",9999,975,3.20432362642368e-08
"F11R",9999,976,3.20120460760694e-08
"PTP4A1",9999,977,3.19996692860129e-08
"CTSB",9999,978,3.19842109960207e-08
"ARHGAP5",9999,979,3.19765548726556e-08
"EPB41L4B",9999,980,3.19580110311823e-08
"SYNCRIP",9999,981,3.19376566180378e-08
"SLC1A5",9999,982,3.18830582239169e-08
"SRSF5",9999,983,3.1873952061163e-08
"CDX1",9999,984,3.18349780558907e-08
"SH3KBP1",9999,985,3.18282115662607e-08
"GSDMB",9999,986,3.18124621783484e-08
"SETD5",9999,987,3.17715025526446e-08
"DNAJC19",9999,988,3.17515531568545e-08
"PIN1",9999,989,3.16958341482252e-08
"COTL1",9999,990,3.16764558579595e-08
"VOPP1",9999,991,3.16542897914149e-08
"MUC1",9999,992,3.16230492835881e-08
"ZG16B",9999,993,3.16101330605587e-08
"HLA-DRB1",9999,994,3.15762126959753e-08
"CDC123",9999,995,3.15609181365947e-08
"PTGES2",9999,996,3.15274682962208e-08
"RANBP2",9999,997,3.14752045038429e-08
"CHMP2A",9999,998,3.13959052742329e-08
"FBLIM1",9999,999,3.12659202046486e-08
"HNRNPH1",9999,1000,3.11589597143637e-08
"HEPH",9999,1001,3.11343216534034e-08
"STEAP1",9999,1002,3.10520566758477e-08
"MRPL27",9999,1003,3.09821957713404e-08
"COPRS",9999,1004,3.09480679503722e-08
"LRPPRC",9999,1005,3.09180209237263e-08
"XRCC5",9999,1006,3.08343355609258e-08
"JAK1",9999,1007,3.07239519222135e-08
"CARD16",9999,1008,3.06449317270993e-08
"UBE2I",9999,1009,3.05827895437901e-08
"SSR2",9999,1010,3.05782850902527e-08
"NDUFAF4",9999,1011,3.05495599056185e-08
"MRPS16",9999,1012,3.03421952578498e-08
"PSMB6",9999,1013,3.03306340326449e-08
"MRPS23",9999,1014,3.03225581637013e-08
"CXCL3",9999,1015,3.03089792261509e-08
"PRPF40A",9999,1016,3.01799861917906e-08
"LSM6",9999,1017,3.0064835805269e-08
"HSD17B10",9999,1018,3.00567803677792e-08
"SPCS1",9999,1019,3.00320701060984e-08
"IGFBP4",9999,1020,3.00157032783878e-08
"CHD9",9999,1021,2.99975473159641e-08
"STARD7",9999,1022,2.99689961554434e-08
"SPATS2L",9999,1023,2.98964146917456e-08
"AKAP13",9999,1024,2.98306258781837e-08
"PSMA3",9999,1025,2.96667361580955e-08
"ISOC2",9999,1026,2.96497532947211e-08
"MRPL14",9999,1027,2.96277607904096e-08
"C1orf35",9999,1028,2.94980387099181e-08
"DNAJA1",9999,1029,2.9398190642156e-08
"PSMB3",9999,1030,2.93594214543153e-08
"CAMLG",9999,1031,2.93249273819169e-08
"HOXB9",9999,1032,2.93129738916679e-08
"TAF15",9999,1033,2.92208426182209e-08
"ACAT2",9999,1034,2.92011762343887e-08
"PPIA",9999,1035,2.91853328699582e-08
"SH3BGRL",9999,1036,2.91628476186251e-08
"AK3",9999,1037,2.9133424862055e-08
"HLA-E",9999,1038,2.91182532604289e-08
"LAMB3",9999,1039,2.90232244882786e-08
"DPP7",9999,1040,2.89667815045662e-08
"NBL1",9999,1041,2.88842153004326e-08
"OSTC",9999,1042,2.88479066965825e-08
"NET1",9999,1043,2.87394723566627e-08
"MECOM",9999,1044,2.86921238784739e-08
"TPMT",9999,1045,2.86195454927276e-08
"FAM207A",9999,1046,2.85863398387222e-08
"TMEM176A",9999,1047,2.85167723516427e-08
"PSMD8",9999,1048,2.84829414863037e-08
"AGR3",9999,1049,2.84452883659859e-08
"SLC35C1",9999,1050,2.84104392659447e-08
"CFDP1",9999,1051,2.82588918304254e-08
"MAP2K6",9999,1052,2.81882507490336e-08
"OSTF1",9999,1053,2.81201224655075e-08
"PPP1R10",9999,1054,2.80632041713439e-08
"POLR2I",9999,1055,2.80568577189615e-08
"ALDOA",9999,1056,2.80202579258771e-08
"CNOT1",9999,1057,2.79912784760345e-08
"GGA1",9999,1058,2.79847820288403e-08
"SMARCA5",9999,1059,2.79419726872084e-08
"ABHD3",9999,1060,2.78391205804194e-08
"FTH1",9999,1061,2.77044083785423e-08
"PAPSS2",9999,1062,2.76747343359239e-08
"SUDS3",9999,1063,2.76677614711029e-08
"MT1E",9999,1064,2.76558871576232e-08
"DUS1L",9999,1065,2.76166898131035e-08
"EFHD2",9999,1066,2.75780525597688e-08
"SERINC2",9999,1067,2.75677130687478e-08
"SMIM22",9999,1068,2.75335413599563e-08
"KIF22",9999,1069,2.74926135667072e-08
"ZFP36",9999,1070,2.74789549501053e-08
"CTSE",9999,1071,2.74780296246397e-08
"GOLM1",9999,1072,2.74017838158686e-08
"TMEM176B",9999,1073,2.73757449800967e-08
"KLF3",9999,1074,2.73702480761985e-08
"TRMT10C",9999,1075,2.72870895649052e-08
"GPI",9999,1076,2.72181960255794e-08
"EIF4G2",9999,1077,2.72118182420767e-08
"RNASE1",9999,1078,2.71843062653202e-08
"TTC19",9999,1079,2.71377830583117e-08
"ARGLU1",9999,1080,2.70834551770059e-08
"C6orf62",9999,1081,2.70524077665222e-08
"DDX3X",9999,1082,2.70205551426021e-08
"ITM2C",9999,1083,2.70138158994326e-08
"TMEM205",9999,1084,2.69601704490508e-08
"HNRNPAB",9999,1085,2.69171937639603e-08
"HMGB3",9999,1086,2.68136442194865e-08
"GARS",9999,1087,2.6606119388271e-08
"PFDN4",9999,1088,2.66020415739637e-08
"GRINA",9999,1089,2.65913134355988e-08
"PLEKHJ1",9999,1090,2.65860851589593e-08
"LTA4H",9999,1091,2.65661800460602e-08
"TAGLN2",9999,1092,2.65561453271331e-08
"LIMA1",9999,1093,2.64629714165385e-08
"AKAP9",9999,1094,2.64577688277737e-08
"HBEGF",9999,1095,2.64408207714897e-08
"SLC25A10",9999,1096,2.64256330412835e-08
"RRAS",9999,1097,2.64191869306756e-08
"MAGOH",9999,1098,2.64165815424938e-08
"MRPL19",9999,1099,2.63312041671399e-08
"C19orf53",9999,1100,2.63307938255777e-08
"RFK",9999,1101,2.62084130496836e-08
"EI24",9999,1102,2.61375654507414e-08
"SECISBP2",9999,1103,2.61044807518334e-08
"SERPINB5",9999,1104,2.59988955807574e-08
"OXA1L",9999,1105,2.59566160191781e-08
"SLC39A4",9999,1106,2.59512449635365e-08
"DHRS4L2",9999,1107,2.59483479362828e-08
"CKMT1B",9999,1108,2.59255676967153e-08
"HLA-A",9999,1109,2.58352710881916e-08
"LCN2",9999,1110,2.57091697398683e-08
"ZG16",9999,1111,2.56104981182311e-08
"NUTF2",9999,1112,2.55627979356097e-08
"UBC",9999,1113,2.54666513277765e-08
"LRRC59",9999,1114,2.54306728823024e-08
"AP2S1",9999,1115,2.53470490354414e-08
"BLVRB",9999,1116,2.53390029372003e-08
"MRPL46",9999,1117,2.53187980257305e-08
"DHX9",9999,1118,2.5244277676621e-08
"XPO1",9999,1119,2.52201684525565e-08
"GOLPH3",9999,1120,2.51659461490405e-08
"C19orf24",9999,1121,2.50765610412835e-08
"GNA11",9999,1122,2.49569442966233e-08
"YWHAG",9999,1123,2.48899785096178e-08
"CAST",9999,1124,2.48581678577872e-08
"TRAPPC2L",9999,1125,2.47738454300797e-08
"DOK4",9999,1126,2.47484768837403e-08
"ESD",9999,1127,2.47219794664931e-08
"PFN1",9999,1128,2.46883361796549e-08
"PTPRF",9999,1129,2.46736979329503e-08
"QDPR",9999,1130,2.45294698349928e-08
"RBM47",9999,1131,2.44927144053381e-08
"PABPN1",9999,1132,2.44618756677642e-08
"PKP3",9999,1133,2.44280028972924e-08
"IST1",9999,1134,2.44044124859182e-08
"FDPS",9999,1135,2.43113264710008e-08
"ANAPC5",9999,1136,2.42381942478993e-08
"KIF9",9999,1137,2.41492706214203e-08
"CXADR",9999,1138,2.41090550815566e-08
"PPP1R14B",9999,1139,2.40994066407079e-08
"STAT1",9999,1140,2.40525119740515e-08
"EMC6",9999,1141,2.40308476893574e-08
"MRPL54",9999,1142,2.39780899108982e-08
"ATP6V0D1",9999,1143,2.39775159769323e-08
"CASP1",9999,1144,2.39441090768519e-08
"NRARP",9999,1145,2.39031275139674e-08
"ACTR3",9999,1146,2.37257446008143e-08
"MRPL32",9999,1147,2.37104245839177e-08
"SSR3",9999,1148,2.3645859069497e-08
"STUB1",9999,1149,2.36038613869689e-08
"ALG5",9999,1150,2.35077982607789e-08
"TRIAP1",9999,1151,2.3362268645354e-08
"AHCYL1",9999,1152,2.334586660645e-08
"ZNF207",9999,1153,2.32883940321002e-08
"DHRS11",9999,1154,2.31938837156833e-08
"WDR61",9999,1155,2.3141603922784e-08
"CLDN4",9999,1156,2.31071080504923e-08
"SLC25A5",9999,1157,2.3062355522008e-08
"SEPT2",9999,1158,2.30122933328121e-08
"ITGB1BP1",9999,1159,2.29909913118077e-08
"GTPBP4",9999,1160,2.29842277421778e-08
"EHD4",9999,1161,2.29394047113444e-08
"ARL5A",9999,1162,2.28865144332197e-08
"PSMB7",9999,1163,2.28039622123177e-08
"HINT2",9999,1164,2.28038094529169e-08
"DCAF13",9999,1165,2.27541764252215e-08
"MSI2",9999,1166,2.27355604692303e-08
"ATP10B",9999,1167,2.26939934444059e-08
"GCC2",9999,1168,2.26292822550525e-08
"PPP2R5C",9999,1169,2.25728802930286e-08
"MYH9",9999,1170,2.25596285492727e-08
"POLR2F",9999,1171,2.2554018893868e-08
"ADD3",9999,1172,2.25445222510192e-08
"CNPY2",9999,1173,2.24859180150783e-08
"PAPOLA",9999,1174,2.24841821461834e-08
"MZT2B",9999,1175,2.24464893666365e-08
"WFDC2",9999,1176,2.24383977236496e-08
"MRPL13",9999,1177,2.24266215846282e-08
"CHP1",9999,1178,2.24126900587982e-08
"APOBR",9999,1179,2.24063448543101e-08
"MRPL40",9999,1180,2.24037565902761e-08
"IGHG4",9999,1181,2.23788282400157e-08
"NDUFS6",9999,1182,2.23519398535265e-08
"NEDD8",9999,1183,2.23241249177141e-08
"PLEK2",9999,1184,2.22123702495196e-08
"TMED3",9999,1185,2.2153793792998e-08
"AKAP1",9999,1186,2.20762371273712e-08
"OARD1",9999,1187,2.20573027367493e-08
"CRYL1",9999,1188,2.19955127719455e-08
"PLP2",9999,1189,2.19692247320374e-08
"CORO1B",9999,1190,2.19267020398507e-08
"LARP1",9999,1191,2.19155338858089e-08
"HECTD1",9999,1192,2.18981546214109e-08
"WDR45B",9999,1193,2.17871558917268e-08
"PTTG1IP",9999,1194,2.17566273171031e-08
"UBE2C",9999,1195,2.17174640846657e-08
"TINAGL1",9999,1196,2.1715663077066e-08
"ANXA3",9999,1197,2.16913115019685e-08
"SNX5",9999,1198,2.16719422897787e-08
"STAP2",9999,1199,2.1666472653774e-08
"KLF5",9999,1200,2.16372478542784e-08
"ARPP19",9999,1201,2.16044020061317e-08
"TAX1BP1",9999,1202,2.16017600168981e-08
"WASL",9999,1203,2.15430736069698e-08
"ECHS1",9999,1204,2.15408558860276e-08
"ANAPC11",9999,1205,2.14921276633367e-08
"PAWR",9999,1206,2.14812613887232e-08
"PAIP1",9999,1207,2.14795089591965e-08
"FAM162A",9999,1208,2.14771631954026e-08
"ADRM1",9999,1209,2.14567129052654e-08
"LMO4",9999,1210,2.1411629010092e-08
"NENF",9999,1211,2.13977265843785e-08
"ELOVL6",9999,1212,2.1326889379035e-08
"CHMP2B",9999,1213,2.1274803512202e-08
"NIT2",9999,1214,2.12680096820587e-08
"RBM8A",9999,1215,2.12492378348951e-08
"STK24",9999,1216,2.1190277878079e-08
"HLA-DMA",9999,1217,2.11862311352867e-08
"VPS35",9999,1218,2.10992726026202e-08
"RETSAT",9999,1219,2.10666872828083e-08
"IFI35",9999,1220,2.10408775828726e-08
"EIF2A",9999,1221,2.10188176445516e-08
"TMEM14B",9999,1222,2.10145673804288e-08
"CTNNA1",9999,1223,2.09207427996829e-08
"PSMB1",9999,1224,2.09137683834326e-08
"YIF1A",9999,1225,2.08426738354621e-08
"STXBP2",9999,1226,2.07553531950259e-08
"HDDC3",9999,1227,2.07304734466684e-08
"GRHPR",9999,1228,2.07256666138742e-08
"NBR1",9999,1229,2.07250929444569e-08
"SOD3",9999,1230,2.06934675988254e-08
"MAT2B",9999,1231,2.06640067459554e-08
"ARL2",9999,1232,2.06475604492686e-08
"UCHL3",9999,1233,2.06184961263371e-08
"HSD17B12",9999,1234,2.05939461314545e-08
"ENTPD5",9999,1235,2.05745004497032e-08
"FAM173A",9999,1236,2.05606208155948e-08
"AZIN1",9999,1237,2.05446040784712e-08
"RPF2",9999,1238,2.05056169392914e-08
"PDCD10",9999,1239,2.0460397641719e-08
"MEST",9999,1240,2.04095409315709e-08
"CEBPG",9999,1241,2.03135694587005e-08
"NPEPPS",9999,1242,2.02656614613307e-08
"CTSZ",9999,1243,2.0258219758094e-08
"PPA2",9999,1244,2.02433639368787e-08
"STIP1",9999,1245,2.02247010914247e-08
"CPSF6",9999,1246,2.02130548525354e-08
"NUDT21",9999,1247,2.02092632626768e-08
"SEC61B",9999,1248,2.01513660542839e-08
"VARS",9999,1249,2.01489834853116e-08
"EIF1B",9999,1250,2.01441125137629e-08
"PALLD",9999,1251,2.01318245826215e-08
"PSMC5",9999,1252,2.01252813132706e-08
"TES",9999,1253,2.00966079966371e-08
"HSPA1B",9999,1254,2.00946557681786e-08
"CCDC59",9999,1255,2.00837193681604e-08
"HAT1",9999,1256,2.00836197870941e-08
"SPTSSA",9999,1257,2.00231232888177e-08
"NCBP2-AS2",9999,1258,2.00022327755609e-08
"POLR2H",9999,1259,1.99911296748755e-08
"ARPC2",9999,1260,1.99836089808288e-08
"LGALS1",9999,1261,1.997999138818e-08
"TMC5",9999,1262,1.99202892551392e-08
"PES1",9999,1263,1.99127473649695e-08
"DPM1",9999,1264,1.99099517688407e-08
"CHMP4B",9999,1265,1.99060422192682e-08
"MRPL21",9999,1266,1.98795580323935e-08
"VDAC2",9999,1267,1.98631366302702e-08
"EIF2S2",9999,1268,1.97756535038691e-08
"RNH1",9999,1269,1.9758858976502e-08
"PPP1CC",9999,1270,1.9748980705832e-08
"TM7SF3",9999,1271,1.96729776705925e-08
"GNAS",9999,1272,1.96645824438665e-08
"C11orf58",9999,1273,1.96595082090584e-08
"CTDSP2",9999,1274,1.96482402279367e-08
"IFT57",9999,1275,1.96240143206958e-08
"CNPY3",9999,1276,1.96060753816225e-08
"APEH",9999,1277,1.95981976293283e-08
"C8orf59",9999,1278,1.95493920965545e-08
"EPRS",9999,1279,1.95493084376591e-08
"JUP",9999,1280,1.95408737134944e-08
"EIF5B",9999,1281,1.94949979135366e-08
"C19orf70",9999,1282,1.9433989149649e-08
"BIRC3",9999,1283,1.93226607244998e-08
"SH3GLB1",9999,1284,1.93147807660552e-08
"GSTO1",9999,1285,1.9299324442337e-08
"PSMA5",9999,1286,1.92895149762523e-08
"AUP1",9999,1287,1.92805325415128e-08
"NDUFB8",9999,1288,1.92694497168566e-08
"SLC35B1",9999,1289,1.91989754953124e-08
"MTX1",9999,1290,1.90515501789287e-08
"ELAVL1",9999,1291,1.89896524186657e-08
"SAT1",9999,1292,1.89287856640832e-08
"ACIN1",9999,1293,1.8889747475114e-08
"PPP2R2A",9999,1294,1.88561388926409e-08
"CDV3",9999,1295,1.88423967104419e-08
"CAPN2",9999,1296,1.88083460673171e-08
"SORL1",9999,1297,1.88062365680703e-08
"UBE2L6",9999,1298,1.87943288846396e-08
"NDRG1",9999,1299,1.87807398001689e-08
"TCP1",9999,1300,1.8718931766481e-08
"B2M",9999,1301,1.86128497769351e-08
"SH3D19",9999,1302,1.8581924686706e-08
"SLTM",9999,1303,1.85791770466211e-08
"IQGAP1",9999,1304,1.85015454227057e-08
"CLPP",9999,1305,1.8480087269832e-08
"USP16",9999,1306,1.8436847158509e-08
"KCNK1",9999,1307,1.84176174702138e-08
"SF3B1",9999,1308,1.84148510129186e-08
"SLC25A11",9999,1309,1.84124142876968e-08
"ITPA",9999,1310,1.84011102486657e-08
"JUNB",9999,1311,1.83824827391917e-08
"KPNA4",9999,1312,1.83575609945394e-08
"GPBP1L1",9999,1313,1.82583752666908e-08
"IGHG1",9999,1314,1.81707986771639e-08
"IER2",9999,1315,1.81521822867209e-08
"REG1A",9999,1316,1.81171106080959e-08
"SEC11C",9999,1317,1.81094793483581e-08
"BUB3",9999,1318,1.81026471545142e-08
"CMTM6",9999,1319,1.80971845795805e-08
"NTMT1",9999,1320,1.80635927780438e-08
"NUDCD2",9999,1321,1.80503043991097e-08
"SLC4A4",9999,1322,1.80070783272312e-08
"MAZ",9999,1323,1.79732759672063e-08
"MRPL22",9999,1324,1.79542410323447e-08
"FOSL2",9999,1325,1.79441001925709e-08
"JOSD2",9999,1326,1.78800414022627e-08
"DSG2",9999,1327,1.78774899681703e-08
"EML2",9999,1328,1.78090427154624e-08
"PTBP1",9999,1329,1.77829171626958e-08
"TIMM10",9999,1330,1.77587778103973e-08
"TMEM141",9999,1331,1.77519194914075e-08
"VAPA",9999,1332,1.76637707149203e-08
"PIM3",9999,1333,1.7655003146567e-08
"PTEN",9999,1334,1.76191737783895e-08
"CLCN3",9999,1335,1.76080294979172e-08
"DARS",9999,1336,1.76029232045273e-08
"ADIPOR1",9999,1337,1.75670178807432e-08
"ERGIC2",9999,1338,1.7494333466263e-08
"KRAS",9999,1339,1.74922764252455e-08
"NDUFC2",9999,1340,1.74710587295379e-08
"MMP7",9999,1341,1.74343729125599e-08
"NUCB2",9999,1342,1.74268586232048e-08
"DAG1",9999,1343,1.74031076608243e-08
"PDCD2",9999,1344,1.73914002923479e-08
"MRPL15",9999,1345,1.73912587137648e-08
"FAM129B",9999,1346,1.73695860675331e-08
"UQCRFS1",9999,1347,1.73440635746646e-08
"TMEM160",9999,1348,1.73380760944195e-08
"CLTA",9999,1349,1.7336916557797e-08
"SOCS3",9999,1350,1.7332593344608e-08
"ARHGEF35",9999,1351,1.73195438087077e-08
"JUND",9999,1352,1.73022853626588e-08
"ATP6V1D",9999,1353,1.73008253396042e-08
"LITAF",9999,1354,1.73000642472478e-08
"NDUFS7",9999,1355,1.72960628276714e-08
"TMEM171",9999,1356,1.72454912346838e-08
"MRPL1",9999,1357,1.72437140489962e-08
"SAA2",9999,1358,1.72417097136621e-08
"EMC4",9999,1359,1.72413479071986e-08
"DPM2",9999,1360,1.72257771122365e-08
"ERBB2",9999,1361,1.72167087559322e-08
"TXNIP",9999,1362,1.7166983324218e-08
"TCF25",9999,1363,1.71338494542594e-08
"CD164",9999,1364,1.7120832212576e-08
"NDUFV1",9999,1365,1.70966784791521e-08
"RAB18",9999,1366,1.70909783862088e-08
"TECR",9999,1367,1.70469674295039e-08
"LSM10",9999,1368,1.70020589270273e-08
"DCAF7",9999,1369,1.69956755412859e-08
"MRPL34",9999,1370,1.69796527676601e-08
"IGBP1",9999,1371,1.69749993724404e-08
"DHRS7",9999,1372,1.69604303405854e-08
"ANXA5",9999,1373,1.69476316756692e-08
"NAA38",9999,1374,1.68889778753744e-08
"PDXDC1",9999,1375,1.68497594186965e-08
"PHPT1",9999,1376,1.68369580141494e-08
"CFTR",9999,1377,1.68229425753539e-08
"ACSL5",9999,1378,1.68013537374037e-08
"CMAS",9999,1379,1.67883608107572e-08
"ERP29",9999,1380,1.67528043445594e-08
"PDIA6",9999,1381,1.67514011601622e-08
"PRDX6",9999,1382,1.67473000586793e-08
"PRR15",9999,1383,1.67455020338023e-08
"PSME2",9999,1384,1.67105408880937e-08
"RSF1",9999,1385,1.66973503448593e-08
"SPDEF",9999,1386,1.6681679036054e-08
"RALBP1",9999,1387,1.66738104158691e-08
"HDHD3",9999,1388,1.66668508189747e-08
"ANAPC15",9999,1389,1.66659108792682e-08
"JAG1",9999,1390,1.66426865142774e-08
"THOC3",9999,1391,1.66419573723531e-08
"RAB10",9999,1392,1.66383560566106e-08
"CMC1",9999,1393,1.6630172366744e-08
"RAC1",9999,1394,1.66209294437551e-08
"PTMS",9999,1395,1.65465209531595e-08
"DAZAP1",9999,1396,1.6512212499395e-08
"SCP2",9999,1397,1.64975809346577e-08
"KDELR1",9999,1398,1.64605012183678e-08
"TMBIM4",9999,1399,1.64063066005646e-08
"DHX36",9999,1400,1.63922432592331e-08
"CD47",9999,1401,1.63377939260764e-08
"CHCHD3",9999,1402,1.6280225585174e-08
"GLRX5",9999,1403,1.62586621704759e-08
"PFKP",9999,1404,1.62431746165982e-08
"CARHSP1",9999,1405,1.62369625270079e-08
"SSNA1",9999,1406,1.62225844799954e-08
"RSRC2",9999,1407,1.62107773505731e-08
"GNAQ",9999,1408,1.62058830247301e-08
"TSTA3",9999,1409,1.61837672731387e-08
"NDUFA9",9999,1410,1.61719837811156e-08
"APIP",9999,1411,1.61298599493761e-08
"BCL3",9999,1412,1.61208478997454e-08
"GPX2",9999,1413,1.61181185067169e-08
"SCO2",9999,1414,1.61053561445665e-08
"BACE2",9999,1415,1.60943946161128e-08
"SRP9",9999,1416,1.60886974709276e-08
"HLA-B",9999,1417,1.59745131824428e-08
"BAX",9999,1418,1.59676505097721e-08
"KPNA2",9999,1419,1.58628898941029e-08
"SEC11A",9999,1420,1.58608923807848e-08
"UQCRB",9999,1421,1.58606783422325e-08
"DYNC1LI2",9999,1422,1.58159643250892e-08
"STARD10",9999,1423,1.58137205577478e-08
"MLST8",9999,1424,1.58067454922812e-08
"STAU1",9999,1425,1.57806957475465e-08
"NCKAP1",9999,1426,1.57721529799209e-08
"SMIM14",9999,1427,1.5675194530435e-08
"UXT",9999,1428,1.55939650879296e-08
"FAM200B",9999,1429,1.55740266988356e-08
"NDUFB9",9999,1430,1.55291059693445e-08
"SERPINB1",9999,1431,1.54936166235507e-08
"MRPS35",9999,1432,1.54807141000994e-08
"PDCD6IP",9999,1433,1.54756220061981e-08
"CKMT1A",9999,1434,1.54739611354354e-08
"MPZL1",9999,1435,1.54720570156066e-08
"HNRNPA2B1",9999,1436,1.54575549751467e-08
"UBE2B",9999,1437,1.53876771019575e-08
"TXNDC12",9999,1438,1.53746871160969e-08
"FIS1",9999,1439,1.53517871163205e-08
"ELP5",9999,1440,1.53369192568218e-08
"EIF4G1",9999,1441,1.53292332007673e-08
"GPRC5A",9999,1442,1.53012127392375e-08
"DRAP1",9999,1443,1.52826478749477e-08
"BCAP31",9999,1444,1.52633526145044e-08
"CRB3",9999,1445,1.52463974139649e-08
"PSAP",9999,1446,1.52449831775556e-08
"NOXO1",9999,1447,1.523245977425e-08
"CCDC167",9999,1448,1.52302618463232e-08
"ELOVL1",9999,1449,1.52220328866474e-08
"COMTD1",9999,1450,1.52107229945603e-08
"ARL14",9999,1451,1.52012308453693e-08
"SHROOM3",9999,1452,1.51588699612538e-08
"SDHB",9999,1453,1.51582287143056e-08
"ACAA1",9999,1454,1.51554217228647e-08
"SPCS2",9999,1455,1.51289409688085e-08
"FDFT1",9999,1456,1.51198712138369e-08
"SMARCB1",9999,1457,1.5104571181127e-08
"PPHLN1",9999,1458,1.50840777881436e-08
"LEPROT",9999,1459,1.50695997806088e-08
"CHID1",9999,1460,1.50298627318353e-08
"HM13",9999,1461,1.50293638727768e-08
"TNPO1",9999,1462,1.50050060779783e-08
"SRSF9",9999,1463,1.4974058039085e-08
"GGH",9999,1464,1.49428014155746e-08
"BRI3BP",9999,1465,1.49332828190737e-08
"SMARCE1",9999,1466,1.49247772522126e-08
"PAK2",9999,1467,1.484422131348e-08
"PTRH1",9999,1468,1.48178838739499e-08
"RABAC1",9999,1469,1.47917049663025e-08
"C7orf55-LUC7L2",9999,1470,1.47783840753289e-08
"SDCBP",9999,1471,1.47549066824166e-08
"ANXA11",9999,1472,1.47506286323911e-08
"FAM96B",9999,1473,1.47404512868793e-08
"CRELD2",9999,1474,1.47400348906004e-08
"PCNP",9999,1475,1.47269438138027e-08
"OAZ1",9999,1476,1.47213435004924e-08
"FCGRT",9999,1477,1.47065428942698e-08
"SMCO4",9999,1478,1.46671153377011e-08
"ZC3H13",9999,1479,1.4665216181495e-08
"ICA1",9999,1480,1.46158241281207e-08
"TRA2A",9999,1481,1.46037710646448e-08
"FAM204A",9999,1482,1.4578135901986e-08
"TXNRD1",9999,1483,1.45530902779963e-08
"MDH2",9999,1484,1.44978565429341e-08
"UPF2",9999,1485,1.44906846619822e-08
"OPTN",9999,1486,1.44334921698023e-08
"NFATC2IP",9999,1487,1.44284622949231e-08
